type,slug,total,grade,seo,aeo,geo,R-SEO-01,R-SEO-02,R-SEO-03,R-SEO-04,R-SEO-05,R-SEO-06,R-SEO-07,R-SEO-08,R-AEO-01,R-AEO-02,R-AEO-03,R-AEO-04,R-AEO-05,R-AEO-06,R-AEO-07,R-GEO-01,R-GEO-02,R-GEO-03,R-GEO-04,R-GEO-05,R-GEO-06,R-GEO-07
insights,google-ads-analytics-ai-features,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,google-ads-api-data-for-non-developers,92,A,100,85,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
insights,google-ads-enhanced-conversions-guide,92.9,A,100,85,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,google-ads-mcp-report-automation-guide,94.5,A,90.6,92.5,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,google-ai-studio-guide,81.2,A,90.6,77.5,75,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS
insights,google-antigravity-guide,90,A,90.6,77.5,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,google-flow-gemini-omni-architecture-shorts,97.4,A,100,91.2,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,google-naver-mau-first-reversal,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,google-sheets-ai-function-guide,96.7,A,90.6,100,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,google-vp-llm-wrapper-aggregator-crisis,84.9,A,100,70,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PASS
insights,google-workspace-studio-guide,94.1,A,90.6,91.2,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,gpt-5-6-luna-price-cut,95.6,A,100,100,87.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS
insights,gpt-5-6-sol-terra-luna-comparison,100,A,100,100,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,gpt-6-astra-ai-transition-era,93.3,A,100,77.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,gpt-6-astra-how-to-use,94.7,A,100,91.2,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,gpt-live-voice-redesign,91.2,A,100,91.2,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,FAIL,PASS,PARTIAL,PASS
insights,grok-4-6-release-benchmark-pricing,93.3,A,100,77.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,grok-bot-features-and-risks,97.4,A,100,91.2,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,grok-usage-guide,96.1,A,93.8,100,95,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,gtm-debugging-practical-guide,87,A,90.6,85,85,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,harness-engineering-beginner-guide,97.4,A,100,91.2,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,headless-ai-concept-and-use-cases,94.1,A,90.6,100,92.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
insights,higgsfield-n3on-infinite-ai-stream-gpt-6-astra,91.2,A,100,91.2,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PASS
insights,higgsfield-series-b-funding-2026,97.4,A,100,100,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS
insights,how-the-best-claude-code-users-work,95.6,A,100,91.2,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,html-in-canvas-api,85.7,A,93.8,80,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS
insights,instagram-hashtag-buzz-meta-app-review,92.1,A,100,79.4,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,install-claude-code-vscode-mac,93.8,A,100,85,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,install-claude-code-vscode-windows,93.8,A,100,85,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,intent-md-ai-native-sdlc-playbook-guide,87.8,A,90.6,85,87.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS
insights,jensen-huang-agi-declaration-astra-meaning,94.5,A,100,87.5,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,k2-horizon-fully-open-source-vs-open-weight,93.4,A,100,92.5,87.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS
insights,kakao-moment-api-data-for-non-developers,89.4,A,100,70.6,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,katago-vs-alphago,93.9,A,100,100,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PASS
insights,kimi-k3-fable5-gpt56-sol-comparison,94.1,A,90.6,100,92.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,landing-page-conversion-guide,85.1,A,100,91.2,65,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,FAIL,PARTIAL,PASS,PASS
insights,linkedin-api-auto-posting-integration-guide,80.7,A,90.6,70,80,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
insights,llmo-concept-guide,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,localhost-vibe-coding-beginner-guide,84.1,A,90.6,72.5,87.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
insights,loop-engineering-guide,89.6,A,90.6,85,92.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS
insights,mac-tmux-ssh-tailscale-remote-ai-setup,88.1,A,100,75,87.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS
insights,marketing-kpi-setting-guide,87.5,A,90.6,92.5,80,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS
insights,marketing-metrics-formula-guide,87.9,A,96.9,92.5,75,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,marketing-statistics-basics-guide,88,A,90.6,100,75,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,marketing-strategy-framework-guide,89.7,A,90.6,100,80,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS
insights,mcp-easy-guide-for-non-developers,89.9,A,100,75,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
insights,meat-proxy-meaning-origin,98.3,A,100,100,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,meta-ad-library-ai-creative-share,93.8,A,100,79.4,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,meta-ads-api-data-for-non-developers,87.9,A,90.6,70.6,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,meta-advantage-plus-creative-ai-image,100,A,100,100,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,meta-attribution-window-guide,85.3,A,100,62.5,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
insights,meta-campaign-effective-settings-2026,94.7,A,100,82.4,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,meta-core-setup-data-restriction,95.5,A,100,85,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,meta-mcp-ads-automation-guide,96.7,A,90.6,100,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,meta-mcp-vs-meta-cli-comparison,90.5,A,90.6,85,95,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,meta-muse-code-vs-claude-code,92.3,A,90.6,100,87.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS
insights,meta-muse-glimmer-local-agent,93.8,A,100,85,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,meta-muse-personal-ai-agent,88.5,A,90.6,72.5,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,minimax-h3-overview,95.6,A,100,85.3,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,n8n-for-non-developers,75.7,B,93.8,70,62.5,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,FAIL,PARTIAL,PASS,FAIL,PASS,PARTIAL,PARTIAL,PASS
insights,nano-banana-guide,90.6,A,90.6,91.2,90,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
insights,naver-datalab-api-data-for-non-developers,93.8,A,100,79.4,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,naver-search-ad-api-data-for-non-developers,92.5,A,100,75,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,non-developer-chrome-extension-deployment-guide,83.6,A,90.6,100,62.5,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PARTIAL,PARTIAL,FAIL,PARTIAL,PARTIAL,PASS
insights,nvidia-hugging-face-acquisition,93.3,A,100,77.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,officecli-ai-agent-office-suite,91.8,A,90.6,92.5,92.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,ontology-concept-for-ai-era,93,A,100,100,80,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
insights,openai-astra-model-comparison,92.2,A,90.6,85,100,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,openai-daybreak-gpt-5-6-cyber,94.8,A,100,100,85,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PASS
insights,openai-navier-stokes-millennium-proof,94.8,A,100,100,85,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PASS
insights,openai-zero-data-retention-private-safety-processing,92.7,A,90.6,92.5,95,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,openclaw-2-0-changes,96.5,A,100,88.2,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,openclaw-warning,81.1,A,93.8,61.8,85,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,N/A,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS
insights,openwiki-guide,96,A,100,92.5,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,orca-ide-easy-guide,91.5,A,100,77.5,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,orca-vs-vscode,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,ox-alpha-claude-code-codex-setup,93.8,A,100,85,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,ox-alpha-stealth-model-zai-glm,91.5,A,100,77.5,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,paseo-coding-agent-orchestrator,92.9,A,100,85,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,performance-marketing-measurement-guide,98.3,A,100,100,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,pmax-indirect-targeting-strategy,92.1,A,100,82.4,92.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,prompt-cache-claude-code-codex,89.3,A,100,70,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS
insights,qwen3-8-27b-local-mac,97.4,A,100,91.2,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,qwen3-8-flash-next-qwen4-architecture,91.5,A,100,77.5,95,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
insights,qwen3-8-max-guide,87.3,A,100,57.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,qwen3-tts-voice-clone-fine-tuning-mac-mini,91.1,A,100,85,87.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS
insights,rag-vs-finetuning-decision-guide,94.3,A,100,92.5,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
insights,react-spa-gtm-setup-guide,76.7,B,93.8,67.5,67.5,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,PARTIAL,PASS
insights,redirect-types-seo-marketing-guide,84.9,A,100,70,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PARTIAL,PASS
insights,retargeting-setup-guide-meta-google,85.7,A,90.6,92.5,75,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,FAIL,PARTIAL,PASS,PASS
insights,rtx-spark-local-ai-agent-pc-guide,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,search-console-js-crawled-not-indexed,90.3,A,100,85,85,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PASS
insights,search-visibility-diagnosis-guide,90.3,A,100,85,85,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS
insights,seo-6-months-real-data,93.9,A,100,100,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
insights,seo-aeo-geo-2-months-real-data,87.3,A,90.6,77.5,92.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,seo-title-creator-guide,87.3,A,90.6,77.5,92.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS
insights,sovereign-ai-foundation-model-2nd-evaluation,96.5,A,100,100,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
insights,sovereign-ai-training-data-aihub-release,86.1,A,90.6,85,82.5,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PASS
insights,ssh-remote-access-beginner-guide,88.5,A,100,85,80,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PARTIAL,PARTIAL,PASS
insights,ssot-single-source-of-truth-guide,96.5,A,100,100,90,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
insights,tailscale-ssh-remote-access-guide,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,tailscale-usage-ai-remote-work,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,tmux-cmux-basics,97.8,A,100,92.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,tmux-shortcuts-guide,81,A,100,77.5,65,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS
insights,upstage-solar-open-2-solar-pro-4,93.3,A,100,77.5,100,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
insights,vibe-coding-vs-ai-agent-difference,91.2,A,100,91.2,82.5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PASS
insights,vscode-claude-code-terminal-guide,72.5,B,90.6,77.5,50,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PARTIAL,FAIL,PASS,PASS
