route,status,source_file,source_title_or_term,source_metaTitle,source_ogTitle,source_excerpt_or_definition,source_metaDescription,source_ogDescription,h1,h1_hidden,html_title,og_title,twitter_title,meta_description,og_description,twitter_description,robots,og_image,structured_names,build_title,live_title,build_live_diff,core_different,brand_duplicate,priority,proposed_h1,proposed_html_title,proposed_og_title,proposed_twitter_title,proposal
"/insights/higgsfield-series-b-funding-2026","200","content/insights/higgsfield-series-b-funding-2026.md","힉스필드 시리즈 B 4억 달러 투자 유치, 기업가치 54억 달러를 만든 구조","힉스필드 시리즈 B 4억 달러 투자와 기업가치 54억 달러 정리","힉스필드 시리즈 B 4억 달러 투자 유치 정리","힉스필드(Higgsfield)는 여러 회사의 영상과 이미지 AI 모델을 구독 하나로 묶어 파는 콘텐츠 제작 플랫폼입니다. 2026년 8월 17일 시리즈 B로 4억 달러를 유치하며 기업가치 54억 달러를 인정받았습니다. 발표 내용과 매출 구조를 정리했습니다.","힉스필드(Higgsfield)는 여러 회사의 영상과 이미지 AI 모델을 구독 하나로 묶어 파는 콘텐츠 제작 플랫폼입니다. 2026년 8월 시리즈 B 4억 달러 유치와 기업가치 54억 달러, 연환산 매출 7억 달러의 구조를 정리했습니다.","모델을 만드는 회사보다 모델을 묶어 파는 플랫폼이 먼저 커졌습니다. 힉스필드 기업가치 54억 달러의 배경을 공식 발표 기준으로 정리했습니다.","힉스필드 시리즈 B 4억 달러 투자 유치, 기업가치 54억 달러를 만든 구조","false","힉스필드 시리즈 B 4억 달러 투자와 기업가치 54억 달러 정리 | 준이아빠블로그","힉스필드 시리즈 B 4억 달러 투자 유치 정리","힉스필드 시리즈 B 4억 달러 투자 유치 정리","힉스필드(Higgsfield)는 여러 회사의 영상과 이미지 AI 모델을 구독 하나로 묶어 파는 콘텐츠 제작 플랫폼입니다. 2026년 8월 시리즈 B 4억 달러 유치와 기업가치 54억 달러, 연환산 매출 7억 달러의 구조를 정리했습니다.","모델을 만드는 회사보다 모델을 묶어 파는 플랫폼이 먼저 커졌습니다. 힉스필드 기업가치 54억 달러의 배경을 공식 발표 기준으로 정리했습니다.","모델을 만드는 회사보다 모델을 묶어 파는 플랫폼이 먼저 커졌습니다. 힉스필드 기업가치 54억 달러의 배경을 공식 발표 기준으로 정리했습니다.","","https://www.digitalmarketer.co.kr/og/higgsfield-series-b-funding-2026.png","Article: 힉스필드 시리즈 B 4억 달러 투자 유치, 기업가치 54억 달러를 만든 구조","힉스필드 시리즈 B 4억 달러 투자와 기업가치 54억 달러 정리 | 준이아빠블로그","힉스필드 시리즈 B 4억 달러 투자와 기업가치 54억 달러 정리 | 준이아빠블로그","","true","false","P2 선택","힉스필드 시리즈 B 4억 달러 투자 유치, 기업가치 54억 달러를 만든 구조","힉스필드 시리즈 B 4억 달러 투자와 기업가치 54억 달러 정리 | 준이아빠블로그","힉스필드 시리즈 B 4억 달러 투자 유치 정리","힉스필드 시리즈 B 4억 달러 투자 유치 정리","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/how-the-best-claude-code-users-work","200","content/insights/how-the-best-claude-code-users-work.md","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","2026년 4월 24일 SNS에서 화제가 된 클로드 코드 헤비 유저의 6가지 고민과, 대다수 일반 사용자의 사용법을 친절하게 비교했습니다. 헤비 유저를 그대로 따라가지 않아도 되는 이유와, 입문자가 자기 속도로 시작하는 4주 흐름을 정리했습니다.","4월 24일 SNS에서 화제가 된 클로드 코드 헤비 유저의 6가지 고민과 일반 사용자의 사용법을 비교하고, 입문자가 자기 속도로 시작하는 4주 흐름을 친절하게 정리했습니다.","헤비 유저의 사용 패턴은 참고용입니다. 일반 사용자의 사용법과 입문자가 자기 속도로 시작하는 4주 흐름을 친절하게 풀어 드립니다.","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","false","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다 | 준이아빠블로그","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","4월 24일 SNS에서 화제가 된 클로드 코드 헤비 유저의 6가지 고민과 일반 사용자의 사용법을 비교하고, 입문자가 자기 속도로 시작하는 4주 흐름을 친절하게 정리했습니다.","헤비 유저의 사용 패턴은 참고용입니다. 일반 사용자의 사용법과 입문자가 자기 속도로 시작하는 4주 흐름을 친절하게 풀어 드립니다.","헤비 유저의 사용 패턴은 참고용입니다. 일반 사용자의 사용법과 입문자가 자기 속도로 시작하는 4주 흐름을 친절하게 풀어 드립니다.","","https://www.digitalmarketer.co.kr/og/how-the-best-claude-code-users-work.png","Article: 클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다 | 준이아빠블로그","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다 | 준이아빠블로그","","false","false","유지","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다 | 준이아빠블로그","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","클로드 코드를 가장 잘 쓰는 사람은 이렇게 쓴다고 합니다","유지: 핵심 제목 동일. 브랜드 접미사 차이만 존재."
"/insights/html-in-canvas-api","200","content/insights/html-in-canvas-api.md","HTML in Canvas API가 바꾸는 웹사이트 화면의 구조","HTML in Canvas API 정리: 웹사이트 화면 구조의 변화","HTML in Canvas API가 바꾸는 웹사이트 화면","HTML in Canvas는 살아 있는 HTML 요소를 캔버스 안에 직접 그리는 웹 API입니다. 문서의 접근성과 그림판의 표현력 가운데 하나만 골라야 했던 웹사이트 제작의 양자택일이 어떻게 사라지는지, 직접 만든 데모와 함께 정리했습니다.","HTML in Canvas는 살아 있는 HTML 요소를 캔버스 안에 직접 그리는 웹 API입니다. 접근성과 표현력의 양자택일이 사라질 때 웹사이트가 어떻게 달라지는지, AI 코딩 시대와 만나는 지점까지 직접 만든 데모로 정리했습니다.","문서를 택하면 표현을 잃고 그림판을 택하면 구조를 잃던 웹의 오래된 전제가 바뀌고 있습니다. 직접 만든 데모로 확인했습니다.","HTML in Canvas API가 바꾸는 웹사이트 화면의 구조","false","HTML in Canvas API 정리: 웹사이트 화면 구조의 변화 | 준이아빠블로그","HTML in Canvas API가 바꾸는 웹사이트 화면","HTML in Canvas API가 바꾸는 웹사이트 화면","HTML in Canvas는 살아 있는 HTML 요소를 캔버스 안에 직접 그리는 웹 API입니다. 접근성과 표현력의 양자택일이 사라질 때 웹사이트가 어떻게 달라지는지, AI 코딩 시대와 만나는 지점까지 직접 만든 데모로 정리했습니다.","문서를 택하면 표현을 잃고 그림판을 택하면 구조를 잃던 웹의 오래된 전제가 바뀌고 있습니다. 직접 만든 데모로 확인했습니다.","문서를 택하면 표현을 잃고 그림판을 택하면 구조를 잃던 웹의 오래된 전제가 바뀌고 있습니다. 직접 만든 데모로 확인했습니다.","","https://www.digitalmarketer.co.kr/og/html-in-canvas-api.png","Article: HTML in Canvas API가 바꾸는 웹사이트 화면의 구조","HTML in Canvas API 정리: 웹사이트 화면 구조의 변화 | 준이아빠블로그","HTML in Canvas API 정리: 웹사이트 화면 구조의 변화 | 준이아빠블로그","","true","false","P2 선택","HTML in Canvas API가 바꾸는 웹사이트 화면의 구조","HTML in Canvas API 정리: 웹사이트 화면 구조의 변화 | 준이아빠블로그","HTML in Canvas API가 바꾸는 웹사이트 화면","HTML in Canvas API가 바꾸는 웹사이트 화면","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/instagram-hashtag-buzz-meta-app-review","200","content/insights/instagram-hashtag-buzz-meta-app-review.md","인스타그램 해시태그 버즈 수집: API 제약과 메타 앱 검수 통과 조건","인스타그램 해시태그 API 수집 조건과 메타 앱 검수 통과 기준","인스타그램 해시태그 버즈 수집: API 제약과 검수 통과 조건","인스타그램 해시태그 게시물은 공식 API로 수집할 수 있습니다. 다만 기능 승인, 비즈니스 인증, 24시간 조회 창이라는 조건이 붙습니다. 실제로 앱 검수에 반려되고 다시 준비하면서 확인한 제약과 설계 기준을 정리했습니다.","인스타그램 해시태그 게시물 수집은 Instagram Public Content Access 승인이 필요합니다. 24시간 조회 창, 주당 30개 제한, 앱 검수 반려 사유와 재제출 기준을 실제 진행 기록으로 정리했습니다.","해시태그 게시물은 공식 API로 받을 수 있지만 24시간 창과 기능 승인이라는 벽이 있습니다. 반려를 겪고 다시 준비하며 확인한 기준을 정리했습니다.","인스타그램 해시태그 버즈 수집: API 제약과 메타 앱 검수 통과 조건","false","인스타그램 해시태그 API 수집 조건과 메타 앱 검수 통과 기준 | 준이아빠블로그","인스타그램 해시태그 버즈 수집: API 제약과 검수 통과 조건","인스타그램 해시태그 버즈 수집: API 제약과 검수 통과 조건","인스타그램 해시태그 게시물 수집은 Instagram Public Content Access 승인이 필요합니다. 24시간 조회 창, 주당 30개 제한, 앱 검수 반려 사유와 재제출 기준을 실제 진행 기록으로 정리했습니다.","해시태그 게시물은 공식 API로 받을 수 있지만 24시간 창과 기능 승인이라는 벽이 있습니다. 반려를 겪고 다시 준비하며 확인한 기준을 정리했습니다.","해시태그 게시물은 공식 API로 받을 수 있지만 24시간 창과 기능 승인이라는 벽이 있습니다. 반려를 겪고 다시 준비하며 확인한 기준을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/instagram-hashtag-buzz-meta-app-review.png","Article: 인스타그램 해시태그 버즈 수집: API 제약과 메타 앱 검수 통과 조건","인스타그램 해시태그 API 수집 조건과 메타 앱 검수 통과 기준 | 준이아빠블로그","인스타그램 해시태그 API 수집 조건과 메타 앱 검수 통과 기준 | 준이아빠블로그","","true","false","P2 선택","인스타그램 해시태그 버즈 수집: API 제약과 메타 앱 검수 통과 조건","인스타그램 해시태그 API 수집 조건과 메타 앱 검수 통과 기준 | 준이아빠블로그","인스타그램 해시태그 버즈 수집: API 제약과 검수 통과 조건","인스타그램 해시태그 버즈 수집: API 제약과 검수 통과 조건","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/install-claude-code-vscode-mac","200","content/insights/install-claude-code-vscode-mac.md","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드 확장 연동: 맥 사용자 안내 (2026)","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드(Claude Code) 확장은 터미널 대신 편집기 안에서 클로드 코드를 쓰는 연동 방식입니다. 맥 기준으로 정리했습니다. 준비물, 구독 플랜별 사용 가능 여부, 설치 3단계, 맥에서 자주 막히는 지점까지 다룹니다.","VS Code 클로드 코드 확장은 터미널 대신 편집기 안에서 클로드 코드를 쓰는 연동 방식입니다. 맥 기준으로 정리했습니다. 준비물 2가지, 구독 플랜별 사용 가능 여부와 요금, 설치 3단계, 로그인, 맥에서 자주 막히는 지점 2가지의 해결 방법까지 정리했습니다.","터미널 명령어 없이 VS Code 확장만으로 클로드 코드를 설치하는 맥 기준 안내입니다. 준비물, 구독 플랜 정리, 설치 3단계, 자주 막히는 지점까지 담았습니다.","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","false","VS Code 클로드 코드 확장 연동: 맥 사용자 안내 (2026) | 준이아빠블로그","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드 확장은 터미널 대신 편집기 안에서 클로드 코드를 쓰는 연동 방식입니다. 맥 기준으로 정리했습니다. 준비물 2가지, 구독 플랜별 사용 가능 여부와 요금, 설치 3단계, 로그인, 맥에서 자주 막히는 지점 2가지의 해결 방법까지 정리했습니다.","터미널 명령어 없이 VS Code 확장만으로 클로드 코드를 설치하는 맥 기준 안내입니다. 준비물, 구독 플랜 정리, 설치 3단계, 자주 막히는 지점까지 담았습니다.","터미널 명령어 없이 VS Code 확장만으로 클로드 코드를 설치하는 맥 기준 안내입니다. 준비물, 구독 플랜 정리, 설치 3단계, 자주 막히는 지점까지 담았습니다.","","https://www.digitalmarketer.co.kr/og/install-claude-code-vscode-mac.png","Article: VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드 확장 연동: 맥 사용자 안내 (2026) | 준이아빠블로그","VS Code 클로드 코드 확장 연동: 맥 사용자 안내 (2026) | 준이아빠블로그","","true","false","P2 선택","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드 확장 연동: 맥 사용자 안내 (2026) | 준이아빠블로그","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","VS Code 클로드 코드 확장 연동하기: 맥 사용자를 위한 안내","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/install-claude-code-vscode-windows","200","content/insights/install-claude-code-vscode-windows.md","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드 확장 연동: 윈도우 사용자 안내 (2026)","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드(Claude Code) 확장은 터미널 대신 편집기 안에서 클로드 코드를 쓰는 연동 방식입니다. 윈도우 기준으로 정리했습니다. 준비물, 구독 플랜별 사용 가능 여부, 설치 3단계, 윈도우에서 자주 막히는 지점까지 다룹니다.","VS Code 클로드 코드 확장은 터미널 대신 편집기 안에서 클로드 코드를 쓰는 연동 방식입니다. 윈도우 기준으로 정리했습니다. 준비물 2가지, 구독 플랜별 사용 가능 여부와 요금, 설치 3단계, 로그인, 윈도우에서 자주 막히는 지점 2가지의 해결 방법까지 정리했습니다.","PowerShell 명령어 없이 VS Code 확장만으로 클로드 코드를 설치하는 윈도우 기준 안내입니다. 준비물, 구독 플랜 정리, 설치 3단계, 자주 막히는 지점까지 담았습니다.","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","false","VS Code 클로드 코드 확장 연동: 윈도우 사용자 안내 (2026) | 준이아빠블로그","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드 확장은 터미널 대신 편집기 안에서 클로드 코드를 쓰는 연동 방식입니다. 윈도우 기준으로 정리했습니다. 준비물 2가지, 구독 플랜별 사용 가능 여부와 요금, 설치 3단계, 로그인, 윈도우에서 자주 막히는 지점 2가지의 해결 방법까지 정리했습니다.","PowerShell 명령어 없이 VS Code 확장만으로 클로드 코드를 설치하는 윈도우 기준 안내입니다. 준비물, 구독 플랜 정리, 설치 3단계, 자주 막히는 지점까지 담았습니다.","PowerShell 명령어 없이 VS Code 확장만으로 클로드 코드를 설치하는 윈도우 기준 안내입니다. 준비물, 구독 플랜 정리, 설치 3단계, 자주 막히는 지점까지 담았습니다.","","https://www.digitalmarketer.co.kr/og/install-claude-code-vscode-windows.png","Article: VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드 확장 연동: 윈도우 사용자 안내 (2026) | 준이아빠블로그","VS Code 클로드 코드 확장 연동: 윈도우 사용자 안내 (2026) | 준이아빠블로그","","true","false","P2 선택","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드 확장 연동: 윈도우 사용자 안내 (2026) | 준이아빠블로그","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","VS Code 클로드 코드 확장 연동하기: 윈도우 사용자를 위한 안내","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/kakao-moment-api-data-for-non-developers","200","content/insights/kakao-moment-api-data-for-non-developers.md","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","비개발자를 위한 카카오모먼트 API 가이드: 권한 신청, 심사부터 코드 예시까지","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","카카오모먼트 광고 데이터를 API로 가져오고 싶은 마케터를 위한 가이드입니다. 공식대행사 전용 권한 신청, 비즈 앱 전환 심사, 비즈니스 토큰 인증, 보고서 API의 metricsGroup 구조까지: 카카오모먼트 API의 진입 장벽과 실전 사용법을 정리했습니다.","카카오모먼트 API 권한 신청 조건, 비즈 앱 전환, 비즈니스 토큰 발급, 보고서 API 필드 매핑까지. 비개발자 마케터를 위한 카카오모먼트 API 실전 가이드입니다.","카카오모먼트 API 권한 신청부터 보고서 조회, 필드 매핑, 코드 예시까지. 진입 장벽이 높은 카카오 API의 핵심을 정리했습니다.","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","false","비개발자를 위한 카카오모먼트 API 가이드: 권한 신청, 심사부터 코드 예시까지 | 준이아빠블로그","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","카카오모먼트 API 권한 신청 조건, 비즈 앱 전환, 비즈니스 토큰 발급, 보고서 API 필드 매핑까지. 비개발자 마케터를 위한 카카오모먼트 API 실전 가이드입니다.","카카오모먼트 API 권한 신청부터 보고서 조회, 필드 매핑, 코드 예시까지. 진입 장벽이 높은 카카오 API의 핵심을 정리했습니다.","카카오모먼트 API 권한 신청부터 보고서 조회, 필드 매핑, 코드 예시까지. 진입 장벽이 높은 카카오 API의 핵심을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/kakao-moment-api-data-for-non-developers.png","Article: 비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","비개발자를 위한 카카오모먼트 API 가이드: 권한 신청, 심사부터 코드 예시까지 | 준이아빠블로그","비개발자를 위한 카카오모먼트 API 가이드: 권한 신청, 심사부터 코드 예시까지 | 준이아빠블로그","","true","false","P2 선택","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","비개발자를 위한 카카오모먼트 API 가이드: 권한 신청, 심사부터 코드 예시까지 | 준이아빠블로그","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","비개발자도 쓰기 편하게 정리한 카카오모먼트 API 데이터","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/katago-vs-alphago","200","content/insights/katago-vs-alphago.md","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","알파고 이후 바둑 AI는 인간이 이길 수 없는 존재로 여겨졌습니다. 그런데 2026년 7월 신진서 9단이 알파고보다 더 발전한 카타고를 2승 1패로 꺾었습니다. 카타고가 얼마나 강해졌는지, 그런데도 인간이 다시 이길 수 있었던 이유는 무엇인지 정리합니다.","알파고 이후 인간이 이길 수 없다던 바둑 AI를 신진서 9단이 2승 1패로 꺾었습니다. 카타고가 알파고보다 얼마나 발전했는지, 접바둑 조건과 AI 훈련, 1국 패배 후의 적응까지 인간이 다시 이긴 이유를 정리합니다.","인간이 이길 수 없다던 바둑 AI에게 거둔 2승 1패. 카타고의 발전과 인간이 다시 이길 수 있었던 이유를 정리했습니다.","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","false","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가? | 준이아빠블로그","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","알파고 이후 인간이 이길 수 없다던 바둑 AI를 신진서 9단이 2승 1패로 꺾었습니다. 카타고가 알파고보다 얼마나 발전했는지, 접바둑 조건과 AI 훈련, 1국 패배 후의 적응까지 인간이 다시 이긴 이유를 정리합니다.","인간이 이길 수 없다던 바둑 AI에게 거둔 2승 1패. 카타고의 발전과 인간이 다시 이길 수 있었던 이유를 정리했습니다.","인간이 이길 수 없다던 바둑 AI에게 거둔 2승 1패. 카타고의 발전과 인간이 다시 이길 수 있었던 이유를 정리했습니다.","","https://www.digitalmarketer.co.kr/og/katago-vs-alphago.png","Article: 신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가? | 준이아빠블로그","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가? | 준이아빠블로그","","false","false","유지","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가? | 준이아빠블로그","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","신진서 9단이 이긴 AI 카타고, 알파고와 어떻게 다른가?","유지: 핵심 제목 동일. 브랜드 접미사 차이만 존재."
"/insights/kimi-k3-fable5-gpt56-sol-comparison","200","content/insights/kimi-k3-fable5-gpt56-sol-comparison.md","Kimi K3, Claude Fable 5, GPT-5.6 Sol 비교: 모델별 장점 정리","Kimi K3 vs Fable 5 vs GPT-5.6 Sol 비교","Kimi K3, Claude Fable 5, GPT-5.6 Sol 모델별 장점 비교","2026년 7월에 출시된 Kimi K3와 Claude Fable 5, GPT-5.6 Sol의 스펙, 벤치마크, 가격, 커뮤니티 반응을 비교하고 작업 성격별 선택 기준을 정리합니다.","2026년 7월 출시된 Kimi K3와 Claude Fable 5, GPT-5.6 Sol을 비교합니다. 벤치마크, 가격, 오픈 웨이트, 커뮤니티 반응까지 정리하고 작업별 모델 선택 기준을 제시합니다.","2.8조 파라미터 오픈 웨이트 Kimi K3, 절대 성능의 Fable 5, 효율의 GPT-5.6 Sol. 세 모델의 장점과 선택 기준을 정리했습니다.","Kimi K3, Claude Fable 5, GPT-5.6 Sol 비교: 모델별 장점 정리","false","Kimi K3 vs Fable 5 vs GPT-5.6 Sol 비교 | 준이아빠블로그","Kimi K3, Claude Fable 5, GPT-5.6 Sol 모델별 장점 비교","Kimi K3, Claude Fable 5, GPT-5.6 Sol 모델별 장점 비교","2026년 7월 출시된 Kimi K3와 Claude Fable 5, GPT-5.6 Sol을 비교합니다. 벤치마크, 가격, 오픈 웨이트, 커뮤니티 반응까지 정리하고 작업별 모델 선택 기준을 제시합니다.","2.8조 파라미터 오픈 웨이트 Kimi K3, 절대 성능의 Fable 5, 효율의 GPT-5.6 Sol. 세 모델의 장점과 선택 기준을 정리했습니다.","2.8조 파라미터 오픈 웨이트 Kimi K3, 절대 성능의 Fable 5, 효율의 GPT-5.6 Sol. 세 모델의 장점과 선택 기준을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/kimi-k3-fable5-gpt56-sol-comparison.png","Article: Kimi K3, Claude Fable 5, GPT-5.6 Sol 비교: 모델별 장점 정리","Kimi K3 vs Fable 5 vs GPT-5.6 Sol 비교 | 준이아빠블로그","Kimi K3 vs Fable 5 vs GPT-5.6 Sol 비교 | 준이아빠블로그","","true","false","P2 선택","Kimi K3, Claude Fable 5, GPT-5.6 Sol 비교: 모델별 장점 정리","Kimi K3 vs Fable 5 vs GPT-5.6 Sol 비교 | 준이아빠블로그","Kimi K3, Claude Fable 5, GPT-5.6 Sol 모델별 장점 비교","Kimi K3, Claude Fable 5, GPT-5.6 Sol 모델별 장점 비교","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
"/insights/linkedin-api-auto-posting-integration-guide","200","content/insights/linkedin-api-auto-posting-integration-guide.md","블로그 관리 페이지에서 LinkedIn에 바로 글을 올리는 기능을 만들었습니다: LinkedIn API 연동 과정을 처음부터 끝까지 정리합니다","LinkedIn API 연동으로 자동 포스팅 만들기 | OAuth부터 게시까지","LinkedIn에 자동으로 글 올리기: API 연동 전 과정 공개","블로그에서 AI로 LinkedIn 소개글을 생성한 뒤, 복사-붙여넣기 없이 바로 게시할 수 있도록 LinkedIn Posts API를 연동한 과정을 OAuth 인증부터 실제 게시까지 단계별로 정리했습니다.","LinkedIn Posts API를 Next.js 블로그에 연동하여 관리 페이지에서 바로 게시하는 기능을 만든 과정을 OAuth 인증, 토큰 관리, API 호출까지 단계별로 정리했습니다.","복사-붙여넣기 없이 준이아빠블로그 관리 페이지에서 LinkedIn에 바로 게시하는 기능을 만든 과정을 정리했습니다.","블로그 관리 페이지에서 LinkedIn에 바로 글을 올리는 기능을 만들었습니다: LinkedIn API 연동 과정을 처음부터 끝까지 정리합니다","false","LinkedIn API 연동으로 자동 포스팅 만들기 | OAuth부터 게시까지 | 준이아빠블로그","LinkedIn에 자동으로 글 올리기: API 연동 전 과정 공개","LinkedIn에 자동으로 글 올리기: API 연동 전 과정 공개","LinkedIn Posts API를 Next.js 블로그에 연동하여 관리 페이지에서 바로 게시하는 기능을 만든 과정을 OAuth 인증, 토큰 관리, API 호출까지 단계별로 정리했습니다.","복사-붙여넣기 없이 준이아빠블로그 관리 페이지에서 LinkedIn에 바로 게시하는 기능을 만든 과정을 정리했습니다.","복사-붙여넣기 없이 준이아빠블로그 관리 페이지에서 LinkedIn에 바로 게시하는 기능을 만든 과정을 정리했습니다.","","https://www.digitalmarketer.co.kr/og/linkedin-api-auto-posting-integration-guide.png","Article: 블로그 관리 페이지에서 LinkedIn에 바로 글을 올리는 기능을 만들었습니다: LinkedIn API 연동 과정을 처음부터 끝까지 정리합니다","LinkedIn API 연동으로 자동 포스팅 만들기 | OAuth부터 게시까지 | 준이아빠블로그","LinkedIn API 연동으로 자동 포스팅 만들기 | OAuth부터 게시까지 | 준이아빠블로그","","true","false","P2 선택","블로그 관리 페이지에서 LinkedIn에 바로 글을 올리는 기능을 만들었습니다: LinkedIn API 연동 과정을 처음부터 끝까지 정리합니다","LinkedIn API 연동으로 자동 포스팅 만들기 | OAuth부터 게시까지 | 준이아빠블로그","LinkedIn에 자동으로 글 올리기: API 연동 전 과정 공개","LinkedIn에 자동으로 글 올리기: API 연동 전 과정 공개","P2 선택 정리: H1·목록·RSS는 현재 title, 검색은 현재 metaTitle, 공유는 현재 ogTitle 유지 가능. 어순·축약만 다르면 강제 통일 불필요. 숫자·날짜·대상 범위는 동일하게 유지."
